text,Marks,topic,Year,Question_ID,section,marks,subject,
"Simplify the following function as the minimal sum using K-map: F = Σ(1, 2, 4, 5, 13, 14, 15) + Σ(9, 12).",10,K-map Simplification,2024,2620,C,10,,
What do you mean by a D/A converter? Discuss types of D/A converters.,10,D/A Converter,2024,2621,C,10,,
Write technical notes on the following: Semiconductor memories and programmable A/D converters.,10,Semiconductor Memories and A/D Converters,2024,2622,C,10,,
Define the term Electrical safety.,2,Electrical Safety,2024,2623,A,2,,
What are Electrical Hazards? How is it classified?,2,Electrical Hazards,2024,2624,A,2,,
What are the risks involved during installation of electrical plant?,2,Risks during Electrical Installation,2024,2625,A,2,,
What is system grounding?,2,System Grounding,2024,2626,A,2,,
Mention various types of electrical rotating machines.,2,Electrical Rotating Machines,2024,2627,A,2,,
What is safety auditing of electrical system?,2,Safety Auditing,2024,2628,A,2,,
Name the earthing devices used for electrical safety.,2,Earthing Devices,2024,2629,A,2,,
List out some electrical causes of fire and explosion.,2,Electrical Causes of Fire,2024,2630,A,2,,
What are primary electrical shocks?,2,Primary Electrical Shocks,2024,2631,A,2,,
Mention various shocks that occur due to electrical faults.,2,Electrical Fault Shocks,2024,2632,A,2,,
Explain the installation process of electrical equipment.,5,Installation of Electrical Equipment,2024,2633,B,5,,
Discuss the risks during the installation of electrical plant.,5,Risks during Installation,2024,2634,B,5,,
Explain the significance of system grounding in electrical safety.,5,Significance of System Grounding,2024,2635,B,5,,
Enlist various types of electrical rotating machines used in industrial setups.,5,Types of Electrical Rotating Machines,2024,2636,B,5,,
Define cells and clusters?,2,Cells and Clusters,2024,2637,A,2,,
State principle of CDMA?,2,CDMA,2024,2638,A,2,,
What is the concept of diversity?,2,Diversity,2024,2639,A,2,,
Define MS and MSC?,2,MS and MSC,2024,2640,A,2,,
How is higher data rate accomplished in EDGE technology?,2,EDGE Technology,2024,2641,A,2,,
What is the near-far effect in wireless networks?,2,Near-Far Effect,2024,2642,A,2,,
What are SIM and IMEI number?,2,SIM and IMEI,2024,2643,A,2,,
Explain the TDMA frame structure?,2,TDMA Frame Structure,2024,2644,A,2,,
Define coherence time and coherence BW?,2,Coherence Time and BW,2024,2645,A,2,,
What is the blocked call delay system?,2,Blocked Call Delay,2024,2646,A,2,,
Compare the slotted ALOHA and pure ALOHA protocols and calculate the maximum throughput attainable with each protocol.,5,ALOHA Protocols,2024,2647,B,5,,
Explain the various methods that increase the channel capacity and coverage of the system.,5,Channel Capacity and Coverage,2024,2648,B,5,,
"Explain FDMA, TDMA, and CDMA multiple access techniques used in communication systems.",5,Multiple Access Techniques,2024,2649,B,5,,
"Calculate the frame efficiency of a GSM time slots 6 trailing bits, 8.25 guard bits, 26 training bits, and two traffic bursts of 58 bits of data.",5,GSM Frame Efficiency,2024,2650,B,5,,
Describe channel assignment strategies?,5,Channel Assignment Strategies,2024,2651,B,5,,
What do you mean by small scale fading and what are the factors influencing small scale fading?,10,Small Scale Fading,2024,2652,C,10,,
Explain GSM system architecture and its various channel types.,10,GSM System Architecture,2024,2653,C,10,,
Write a note on RAKE receiver.,10,RAKE Receiver,2024,2654,C,10,,
Write a note on 5G technology.,10,5G Technology,2024,2655,C,10,,
What is the function of a capacitor in a capacitor start induction motor?,2,Capacitor Start Induction Motor,2024,2656,A,2,,
What is meant by slip of an induction motor?,2,Slip of Induction Motor,2024,2657,A,2,,
What types of losses occur in the rotor of three-phase induction motor?,2,Rotor Losses,2024,2658,A,2,,
Define Ferraris Principle.,2,Ferraris Principle,2024,2659,A,2,,
What are the methods of minimizing hunting in synchronous machines?,2,Minimizing Hunting,2024,2660,A,2,,
Give the applications of reluctance and hysteresis motors.,2,Reluctance and Hysteresis Motors,2024,2661,A,2,,
"A 4-pole, 50 Hz, 3-phase induction motor is running at a speed of 1400 rpm. Find the value of slip.",2,Slip Calculation,2024,2662,A,2,,
What are the applications of double cage induction motor?,2,Double Cage Induction Motor,2024,2663,A,2,,
Why three-phase synchronous motors are not self-starting?,2,Synchronous Motors,2024,2664,A,2,,
Explain the concept of rotating field in three-phase induction motor and why?,5,Rotating Field,2024,2665,B,5,,
"A 4-pole, 3-phase squirrel cage induction motor is connected across a 400V, 50 Hz supply. The input power is 10 kW. The stator losses are 150 W. Find the speed of magnetic field, speed of rotor, and rotor copper losses.",5,Induction Motor Losses,2024,2666,B,5,,
How are single-phase induction motors classified? Give a brief description of each type of motor.,5,Single-Phase Motors,2024,2667,B,5,,
Derive the equation for field emf for a cylinder rotor three-phase synchronous machine.,5,Synchronous Machine EMF,2024,2668,B,5,,
Explain V-curves for synchronous machines.,5,V-Curves,2024,2669,B,5,,
Why starters are required for three-phase induction motors? Explain the types of starters used.,10,Induction Motor Starters,2024,2670,C,10,,
Derive the equation for field emf for a cylinder rotor three-phase synchronous machine.,10,Synchronous Machine EMF,2024,2671,C,10,,
Explain the principle of operation of an Induction Generator and its applications.,10,Induction Generator,2024,2672,C,10,,
Explain the constructional features of a stepper motor.,2,Stepper Motor,2024,2673,A,2,,
Briefly describe about the Repulsion motor.,2,Repulsion Motor,2024,2674,A,2,,
What are the key characteristics of switched reluctance motors?,2,Switched Reluctance Motor,2024,2675,A,2,,
Briefly describe the constructional features of a permanent magnet brushless D.C. motor.,2,Permanent Magnet Brushless D.C. Motor,2024,2676,A,2,,
State the fundamental principle of permanent magnet synchronous motor.,2,Permanent Magnet Synchronous Motor,2024,2677,A,2,,
Define cogging.,2,Cogging,2024,2678,A,2,,
Discuss the applications of permanent magnet brushless D.C. motors.,2,Applications of PM Brushless D.C. Motors,2024,2679,A,2,,
Define the term 'lead angle'.,2,Lead Angle,2024,2680,A,2,,
Explain the principle of operation of permanent magnet synchronous motor.,2,Permanent Magnet Synchronous Motor,2024,2681,A,2,,
Predicting the torque in switched reluctance motors.,5,Torque in Switched Reluctance Motors,2024,2682,B,5,,
Explain the operation of a hysteresis motor.,5,Hysteresis Motor,2024,2683,B,5,,
Discuss the analytical methods used for predicting performance in switched reluctance motors.,5,Performance of Switched Reluctance Motors,2024,2684,B,5,,
Describe the constructional features and working principle of a linear induction motor.,5,Linear Induction Motor,2024,2685,B,5,,
Provide a brief comparison between the power controller circuits in switched reluctance motors and permanent magnet synchronous motors.,5,Power Controller Circuits,2024,2686,B,5,,
Analyze the performance of a Repulsion motor.,5,Performance of Repulsion Motor,2024,2687,B,5,,
Discuss the controllers used in permanent magnet brushless D.C. motors.,5,PM Brushless D.C. Motor Controllers,2024,2688,B,5,,
Elaborate on the power converter circuit for D.C. motors.,5,Power Converter Circuits for D.C. Motors,2024,2689,B,5,,
Describe the working and applications of stepper motors in various scenarios.,10,Applications of Stepper Motors,2024,2690,C,10,,
How are BLDC motors different from ordinary DC motors? Explain how commutation works in BLDC motors.,10,BLDC vs Ordinary DC Motors,2024,2691,C,10,,
Write a technical note on the following: (a) Constructional features and working principle of a reluctance motor.,10,Reluctance Motor,2024,2692,C,10,,
List methods used for high current measurement.,2,High Current Measurement,2024,2693,A,2,,
What is the function of aquadag coating in CRT?,2,Aquadag Coating in CRT,2024,2694,A,2,,
Compare dynamometer type and induction type wattmeter.,2,Dynamometer vs Induction Wattmeter,2024,2695,A,2,,
Write the importance of range/extension.,2,Range/Extension,2024,2696,A,2,,
What is gauge factor?,2,Gauge Factor,2024,2697,A,2,,
What is an ac potentiometer? List its types.,2,AC Potentiometer,2024,2698,A,2,,
What is a PMU?,2,PMU,2024,2699,A,2,,
List different damping torque methods.,2,Damping Torque Methods,2024,2700,A,2,,
What is the use of Kelvin Double Bridge?,2,Kelvin Double Bridge,2024,2701,A,2,,
What are clamp on meters?,2,Clamp on Meters,2024,2702,A,2,,
What is meant by Piezo-resistive transducer? Explain its working principle.,5,Piezo-resistive Transducer,2024,2703,B,5,,
Derive the equations of balance for Maxwell Inductance Bridge.,5,Maxwell Inductance Bridge,2024,2704,B,5,,
Explain the working principle of electromagnetic type flowmeter.,5,Electromagnetic Flowmeter,2024,2705,B,5,,
How do you Standardize a Potentiometer? Explain with a neat diagram.,5,Potentiometer Standardization,2024,2706,B,5,,
Discuss how the wattmeter can be used for power measurement in a three phase circuit.,5,Wattmeter in Three-Phase Circuit,2024,2707,B,5,,
Draw the block diagram of an oscilloscope (CRO) and explain the function of each block in detail.,10,Oscilloscope (CRO),2024,2708,C,10,,
"Explain how frequency, phase, and amplitude of a signal can be measured using a CRO.",10,CRO Signal Measurement,2024,2709,C,10,,
Explain the principle and operation of current transformer and also the ratio and angle errors.,10,Current Transformer,2024,2710,C,10,,
Differentiate between current transformer and potential transformer.,10,Current vs Potential Transformer,2024,2711,C,10,,
"Write notes on any two: (a) Single phase induction type energy meter, (b) Thermistor, (c) Method of high current measurement.",10,"Energy Meter, Thermistor, High Current Measurement",2024,2712,C,10,,
What are the different configurations of differential amplifiers?,2,Differential Amplifiers Configurations,2024,2713,A,2,,
Define slew rate.,2,Slew Rate,2024,2714,A,2,,
Define characteristics of an ideal op-amp.,2,Ideal Op-Amp Characteristics,2024,2715,A,2,,
What is log amplifier? Draw the circuit of basic log amplifier.,2,Log Amplifier,2024,2716,A,2,,
Define CMRR and PSRR.,2,CMRR and PSRR,2024,2717,A,2,,
Define virtual ground of an OP-Amp.,2,Virtual Ground of OP-Amp,2024,2718,A,2,,
What is offset voltage?,2,Offset Voltage,2024,2719,A,2,,
How does negative feedback affect the performance of an inverting amplifier?,2,Negative Feedback in Inverting Amplifier,2024,2720,A,2,,
Discuss 555 timer pin configuration.,2,555 Timer Pin Configuration,2024,2721,A,2,,
Discuss averaging amplifier.,2,Averaging Amplifier,2024,2722,A,2,,
Discuss differential amplifier with swamping resistors.,5,Differential Amplifier with Swamping Resistors,2024,2723,B,5,,
Explain the function of 555 Timer as monostable multivibrator.,5,555 Timer Monostable Multivibrator,2024,2724,B,5,,
Discuss Differentiator.,5,Differentiator,2024,2725,B,5,,
Explain Schmitt Trigger with its typical input and output waveforms.,5,Schmitt Trigger,2024,2726,B,5,,
Draw and explain circuit diagram of voltage-to-frequency converter.,5,Voltage-to-Frequency Converter,2024,2727,B,5,,
Derive the relation for voltage gain and input impedance for a dual-input unbalanced output differential amplifier.,10,Voltage Gain and Input Impedance of Differential Amplifier,2024,2728,C,10,,
Discuss different types of voltage regulators.,10,Voltage Regulators,2024,2729,C,10,,
"Write notes on any two: Current Mirror, Different feedback configurations, Peak detector.",10,"Current Mirror, Feedback Configurations, Peak Detector",2024,2730,C,10,,
Differentiate between energy and power signals.,2,Energy vs Power Signals,2024,2731,A,2,,
Give examples of stable and unstable systems.,2,Stable and Unstable Systems,2024,2732,A,2,,
Find Z-Transform of f(n) = 56(n-1).,2,Z-Transform,2024,2733,A,2,,
What is meant by unit impulse response of an LTI system?,2,Unit Impulse Response,2024,2734,A,2,,
Draw the block diagram for the system governed by the following difference equation: y(n-1) + 2y(n) = x(n).,2,Block Diagram of System,2024,2735,A,2,,
What is the gap incidence of Fourier Series for a function?,2,Fourier Series,2024,2736,A,2,,
What are necessary requirements for sampling a signal?,2,Sampling Requirements,2024,2737,A,2,,
Find the Inverse Z-Transform of F(Z) = 2/(Z-A)(Z-3).,2,Inverse Z-Transform,2024,2738,A,2,,
What is meant by Sampling rate?,2,Sampling Rate,2024,2739,A,2,,
Define convolution integral and convolution sum.,2,Convolution,2024,2740,A,2,,
Explain properties of Z-Transform.,5,Properties of Z-Transform,2024,2741,B,5,,
Check whether the following systems are stable or not: (a) y(n) = x(n) (b) y(n) = ax(n).,5,System Stability,2024,2742,B,5,,
Find Z-Transform of f(n) = (1/3)^n u(n).,5,Z-Transform,2024,2743,B,5,,
Explain how a function can be represented in Fourier Series form.,5,Fourier Series Representation,2024,2744,B,5,,
Explain Sampling Theorem for Low Pass and Band Pass Signals.,5,Sampling Theorem,2024,2745,B,5,,
"Check whether the following signals are energy or power signals: (a) f(t) = u(t), (b) f(t) = H(t-1).",10,Energy vs Power Signals,2024,2746,C,10,,
Explain various methods of finding inverse Z-Transform.,10,Methods of Inverse Z-Transform,2024,2747,C,10,,
"Write notes on: (a) Properties of LTI Systems, (b) Aliasing and its effects.",10,LTI Systems & Aliasing,2024,2748,C,10,,
What are the different configurations of differential amplifiers?,2,Differential Amplifiers,2024,2749,A,2,,
Define supply voltage rejection ratio (SVRR).,2,SVRR,2024,2750,A,2,,
Define characteristics of an ideal op-amp.,2,Ideal Op-Amp Characteristics,2024,2751,A,2,,
